POSITION_TITLE,QUALIFICATIONS,EDUCATION_TYPE,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,AWARDS,COMMUNITY_SERVICE,VOLUNTEERING,DRIVERS_LICENSE_AVAILABILITY,SKILLS_COUNT,SKILLS,LANGUAGES
SALES REPRESENTATIVE,Experience sales rep with territory management and closing experience,Bachelor,high school,,13.0,no,no,no,no,7,"['      Business development  Organized  Fast learner  Highly dependable  Natural leader  Enthusiastic yet professional demeanor  Organized      Excellent attention to   Customer satisfaction  Account and territory management  Retail sales  detail  Fluent in  Spanish   Computer literate            Work History      Sales Representative      Company Name   -   City', 'State     12/2012   -   09/2014       Increased sales volume by adding 10 accounts in the territory.  Selected the correct products based on customer needs', 'product specifications and applicable regulations.  Increased sales volume by adding 10 accounts in the Rio Grande Valley territory.  Negotiated prices', 'terms of sales and service agreements.  Contacted new and existing customers to discuss how their needs could be met through specific products and services.         Territory Manager      Company Name   -   City', 'State     04/2012   -   11/2013       \xa0Established new territory for the company', 'adding special order', 'stocking dealers']",2
SALES ASSOCIATE,"Assertive, outgoing professional with ability to work independently and handle simultaneous projects",,university,arts,17.0,no,no,no,no,0,[],1
JS,"Customer-oriented, strategic-thinking Sales and Management Professional with over 10+ years of experience",Bachelor,university,,10.0,yes,no,no,no,0,[],1
GM,Looking for a company to grow with and continue customer relations in the industry I have came to know well and love,Bachelor,high school,,21.0,yes,no,no,no,15,"['      Familiar with John Deere Ag and Lawn equipment', 'Massey Ferguson Ag equipment Kubota Ag and lawn equipment', 'Kioti Ag equipment', 'Cub Cadet riding and zero turn mowers Vermeer Hay equipment', 'Tillage equipment', 'Sitrex', 'Bush Hog', 'Servis Rhino', 'Vicon', 'Land pride implements', 'Bad Boy Zero Turns', 'MTD Products', 'Hustler Zero Turns', 'Stihl and Echo products Parts / Service and warranty for each brand whether OEM or aftermarket applications. Tisco', 'A']",1
,Highly motivated Sales Associate with extensive customer service and sales experience,Bachelor,university,science,,no,no,no,no,3,"['    Current trend knowledge  Stocking and Replenishing  Merchandising Knowledge  Sales  Exceptional Customer Service  Social perceptiveness  Problem-solving skills  Client Service      Clothing/accessories', 'minor vetranary and Pandora Jewlery product knowledge  Excellent people skills  Sales expertise  Sales training  Cash Handling  Multi-tasking strength  Cash register operation          Education      University of Scranton    City', '']",1
SALES ASSOCIATE,Dedicated Sales Associate offering  [Number]  years of success in fostering quality shopping experiences through expert needs assessment and extensive product knowledge,Bachelor,,science,,yes,no,no,no,8,"['    Inventory control procedures  Cash handling accuracy  Dispute mediation  Relationship selling  Merchandising knowledge  Sales expertise      Cash register operation  Client account management  Excellent communication skills  Market research and analysis  Product Sales  Retail merchandising expertise          Experience      06/2018   -   10/2019    Sales Associate', 'Company Name', 'City', 'State       Answered incoming telephone calls to provide information about products', 'services', 'store hours', 'policies and promotions.  Retained product', 'service and company policy knowledge to serve as resource for both coworkers and customers']",1
SALES ASSOCIATE,,Bachelor,university,science,12.0,no,no,no,no,22,"['    Cash handling accuracy          Strong communication skills\n          Organized          Superb sales professional\n          Time management          Flexible schedule\n          Detail-oriented          Excellent multi-tasker    Business Administration', 'Cash handling', 'Strong communication skills', 'customer satisfaction', 'customer service', 'Detail-oriented', 'direction', 'fashion', 'fast', 'leadership', 'listening', 'market', 'neat', 'Organizational', 'Psychology', 'purchasing', 'quality', 'retail', 'sales', 'phone', 'Time management            Experience      Sales Associate', '']",1
SALES SUPPORT,,Master,university,business administration,36.0,yes,no,no,no,0,[],1
SALES ASSOCIATE,Experienced Manager at HyVee Grocery Store with excellent client and project management skills,Bachelor,college,,2.0,no,no,no,no,2,"['      Quick learner  Training and development  Change management  Reports generation and analysis  Time management skills\xa0      Operations management  Excellent communication  Excellent communication  Client-focused  Excel in management', 'maintenance']",1
,,,,,37.0,no,no,no,no,0,[],1
SALES ASSOCIATE,,Diploma,,,19.0,no,no,no,no,43,"['Account reconciliation', 'administrative', 'advertising', 'benefits', 'brochures', 'communication skills', 'contracts', 'Creative problem solver', 'credit', 'client', 'clients', 'customer service', 'delivery', 'documentation', 'email', 'Filing', 'inventory', 'manage inventory levels', 'mark', 'market sales', 'materials', 'merchandising', 'Office', 'MS Windows', 'Office Automation', 'Payment processing', 'policies', 'POS', 'promotion', 'Proofreading', 'purchasing', 'Quick learner', 'record keeping', 'relationship building', 'reporting', 'selling', 'sales', 'phone', 'transportation', 'typing speed', '50 WPM', 'workshops', 'articles']",1
SALES REPRESENTATIVE,Ambitious Yard Manager with more than 15 years of management experience in the Oil and Gas and Transportation Industry,Bachelor,,,15.0,no,no,no,yes,33,"['benefits', 'billing', 'competitive', 'contracts', 'CPR', 'Client', 'delivery', 'Dependable', 'documentation', 'Drivers', 'Equipment Operator', 'expense reports', 'First Aid', 'First-Aid', 'forklift', 'forklifts', 'Forklift Operator', 'forms', 'inspection', 'communicator', 'payroll', 'peak', 'personnel', 'policies', 'Procedure development', 'Quality\nManagement', 'Relationship building', 'repairs', 'safety', 'selling', 'self-starter', 'strategic', 'Supervisor']",1
SALES ASSOCIATE,"Enthusiastic college student, excited to explore the marketing and social media fields, possessing expertise in personal communications and cultivating human relationships",Bachelor,college,business marketing business,4.0,no,no,no,no,8,"[' Advertising', 'Business Development', 'Strong communication skills', 'dependable', 'Marketing', 'Quick learner', 'sales', 'active team player']",1
SALES CONSULTANT,Customer Follow-up ensured that customers were satisfied with company products and services by doing purchase follow-up calls,Bachelor,high school,,6.0,no,no,no,no,39,"['advertising sales', 'ask', 'cashier', 'Closing', 'color', 'Excellent communication', 'Conflict resolution', 'Creative problem solver', 'Credit', 'clientele', 'client', 'clients', 'client relations', 'customer satisfaction', 'Customer Services', 'excellent customer service', 'Customer Service', 'Database', 'inspect', 'Insurance', 'inventory', 'Inventory control', 'managing', 'market', 'Excel', 'money', 'pick', 'POS', 'Fast learner', 'rapport', 'repairs', 'reporting', 'retail', 'sales', 'shipping', 'Strategic', 'telephone', 'phone', 'visual']",1
SALES ASSOCIATE,Friendly Sales Associate proficient in managing all areas of sales and customer service in fast-paced retail environments,Bachelor,high school,,0.0,no,no,no,no,4,"['client', 'Detail oriented', 'Team leadership', 'phone']",1
SALES ASSOCIATE,"To utilize my business, communication, and human relation skills to further myself in the organization I work for",Bachelor,university,arts,19.0,no,no,yes,no,41,"['Academic', 'Air Force', 'Attorney', 'Back-up', 'Case Management', 'Cashier', 'Clerical', 'closing', 'Cooking', 'Customer Relations', 'Customer Service', 'faxes', 'organize files', 'filing', 'Financial', 'forms', 'Inventory', 'Marketing', 'Merchandising', 'Access', 'Microsoft Excel', 'Excel', 'money', 'Office', 'Word', 'office equipment', 'copy machine', 'police', 'Problem Solving', 'Quick', 'Reading', 'read', 'Reception', 'Maintain records', 'Retail Sales', 'Scheduling', 'tables', 'phones', 'Phone', 'Time management', 'Type']",1
SALES ENGINEER,"I am currently looking to advance my career in a position that offers a greater challenge, and the opportunity to enhance the company's productivity and reputation",Master,university,professional studies in data analytics,4.0,yes,no,no,no,0,[],3
TIMESHARE SALES,"I am extremely confident that my skills, mentorship, education and experience will set me apart from the rest",Bachelor,university,,13.0,yes,no,no,no,26,"['Sales', 'Sales Management', 'Staffing', 'Workflow', 'Account Management', 'Accounting', 'Administrative Support', 'Business Plans', 'Consultation', 'Contracts', 'Conversion', 'Client Relations', 'Customer Service', 'Invoicing', 'leadership', 'legal', 'People Management', 'Managing', 'Marketing', 'Marketing Manager', 'Excel', 'Policies', 'Problem Solving', 'Project Management', 'Quality', 'Quality Assurance']",2
SALES ASSOCIATE,"Customer-focused management professional, with successful track record of leading and managing teams ",Doctorate,university,science,13.0,no,no,no,no,49,"['billing', 'billing system', 'budgets', 'budget', 'business management', 'cold-calling', 'client', 'customer service', 'data analysis', 'database', 'facilities\nmaintenance', 'financial reports', 'hiring', 'information systems', 'instruction', 'inventory management', 'inventory', 'leadership', 'lesson plan', 'logistics', 'loss prevention', 'managing', 'mentoring', 'merchandising', 'office', 'management information systems', 'networking', 'operations management', 'personnel', 'policies', 'POS', 'pricing strategies', 'progress', 'project management', 'quality assurance', 'receiving', 'recruiting', 'retail', 'risk management', 'safety', 'selling', 'sales', 'staffing', 'store merchandising', 'strategic', 'supervision', 'teacher', 'training programs', 'vendor relations']",1
SALES ASSOCIATE,Sales professional offering nearly 4 years experience in sales and sales management in a retail setting,Bachelor,,,4.0,no,no,no,no,0,[],2
SALES ASSOCIATE,"I have been with IBC for nearly a year, and I am looking forward to continuing my carreer as the Sales Lead for the Moore Branch",Bachelor,high school,,5.0,no,no,no,no,21,"['balance', 'book', 'database', 'Debit', 'documentation', 'email', 'Forms', 'front office', 'IMS', 'inventory', 'Legal', 'notes', 'money', 'Outlook', 'Enterprise', 'newsletters', 'sales', 'take messages', 'phone', 'Type', 'website']",1
SALES REP,"Sales Executive  offering outstanding sales presentation, communication, closing skills,  and  team management skills",Bachelor,university,arts,5.0,yes,no,no,no,10,"[' People Skills', 'New Business Development', 'Sales', 'Client Management', 'Customer Service', 'Management', 'Marketing Communications', 'Networking', 'Presentations', 'Team Player']",1
SALES ASSOCIATE,,Bachelor,high school,,9.0,yes,no,no,no,10,"['billing', 'credit', 'customer service', 'Experienced in FileMaker', 'Managing Major Accounts', 'VIP Customers', 'Media Production', 'managing\xa0new construction properties', 'great selling skills', 'supervisor and exceptional customer services skills']",1
SALES ASSOCIATE,"Working knowledge of Microsoft Office (Word, PowerPoint, Excel, Outlook, Publisher            Education and Training     May 2016     Bachelor of Science  :   Communications Public Relations Political Science    SALEM STATE UNIVERSITY   －   City  ,   State      Communications Public Relations Political Science          Work Experience     12/2016   to   Current     Sales Associate    Company Name   －   City  ,   State      Respond to member inquires via email or phone",Bachelor,university,science,2.0,no,no,no,no,15,"['billing', 'brochures', 'client', 'editing', 'email', 'event production', 'film', 'marketing', 'Excel', 'Microsoft Office', 'Outlook', 'PowerPoint', 'Publisher', 'Word', 'sales']",1
CENTER SALES,Results-oriented customer service manager with diverse background in management and customer service,Bachelor,high school,,6.0,no,no,no,no,4,"[' Qualifications    Microsoft Word', 'Excel', 'Power Point', 'Outlook']",1
SALES ASSOCIATE,"Great ability to multi-task  Self-Starter and driven  Extensive customer services and caregiver knowledge  Neat and well organized  Volunteer Work:  Personal care worker and supportive home care  Job duties: Give assistance to people who are sick, injured, mentally or physically disabled, or the elderly and fragile",Diploma,high school,,8.0,no,no,yes,no,12,"['caregiver', 'cashier', 'credit', 'customer services', 'debit', 'English', 'home care', 'Neat', 'receiving', 'Self-Starter', 'Telephone', 'well organized']",1
SALES AGENT,"Compliance Policies and Procedures (CSC)  People Soft Query (DynCorp)  Experienced in the use of Deltek Costpoint, PeopleSoft, Oracle and SAP",Bachelor,university,management,22.0,yes,no,no,no,46,"['ckhurst University)          Skills    acquisitions', 'Business Writing', 'closing', 'hardware', 'conferences', 'Consultant', 'contracts', 'clients', 'delivery', 'documentation', 'Email', 'finance', 'financing', 'financial reporting', 'Government', 'Government regulations', 'inspection', 'interpretation', 'leadership', 'legal', 'Lotus Notes', 'managing', 'market', 'materials', 'Microsoft Office software', 'Outlook', 'negotiation', 'Internet research', 'Oracle', 'Organizational Skills', 'PeopleSoft', 'People Soft', 'Policies', 'pricing', 'prime', 'Procurement', 'progress', 'proposals', 'Proposal', 'proposal preparation', 'purchase requisitions', 'purchasing', 'SAP', 'simulation', 'Time Management', 'training programs']",1
SALES ASSOCIATE,,Diploma,high school,,5.0,no,no,no,no,5,"['Excellent Customer service', 'Customer service', 'Works', 'Fast learner', 'Roofing']",1
SALES MANAGER,Friendly and enthusiastic with over six years of specialization in hospitality,Bachelor,high school,,,no,no,no,no,29,"['advertising', 'balance sheets', 'calculators', 'cash receipts', 'cash registers', 'catalog', 'commodities', 'credit', 'Critical Thinking', 'Resolve customer complaints', 'Decision Making', 'Electronics', 'special events', 'features', 'focus', 'Inspect', 'Issue receipts', 'mark', 'marketing', 'money', 'policies', 'Reading', 'Read', 'real estate', 'Sales', 'scanners', 'staffing', 'tables', 'telephone']",1
SALES ENGINEER,,Master,university,science,26.0,no,no,no,no,3,"['      Extensive experience of planning', 'project management', 'design']",1
SALES ASSOCIATE,Accountable Retail Sales Associate demonstrating a high level of ownership and initiative,Bachelor,college,,2.0,no,no,no,no,0,[],1
SALES MANAGER,Research and Analysis   Strategic Marketing   Fluent in Spanish  Customer service  Detailed Oriented      Strategic Sales   Leadership  Business Development   Key Account Management   Market Planning            Experience      Company Name    City      Sales Manager   11/2014   to   01/2016       Extraction and international commercialization of bulk Asphaltite ­ Chile Office (USD3MM est,Master,university,science,4.0,no,no,no,no,3,"['Office Suite', 'SQL', 'Google Products']",3
SALES ASSOCIATE,"Punctual, customer-focused professional focused on exceeding expectations and building customer loyalty",Diploma,high school,,2.0,no,no,no,no,5,"[' Professional and friendly', 'Careful and active listener', 'Multi-tasking', 'organizational skills', 'great telephone and computer communication skills']",1
SALES ASSOCITE,Dedicated to motivated to maintain customer satisfaction and contribute to company success,Bachelor,high school,,15.0,no,no,no,no,32,"['agency', 'balance', 'Call center', 'cash register', 'cashier', 'coach', 'clients', 'customer service', 'cycle counting', 'Equipment operator', 'fashion', 'Forklift Operator', 'Inventory', 'Inventory control', 'Listening', 'machinery', 'Strong organizational skills', 'peak', 'Pick', 'Procurement', 'quality', 'Quick Learner', 'Receiving', 'safety', 'sales', 'SAP', 'Shipping', 'Strategic', 'supervisor', 'supervision', 'teaching', 'phone']",1
SALES REPRESENTATIVE,"Cheerful and energetic  Effective team player  Flexible scheduling      Dependable and reliable  Active listening  Verbal/written communication            Experience     06/2016   to   Current     Sales Representative    Company Name   －   City  ,   State    Compiled reports, such as cash receipts, customer-bill charges, and sales for accounting and management purposes, or supervised clerical workers preparing reports",Master,college,,1.0,yes,no,no,no,12,"[' Work well as a team member or independently. Performed sales', 'marketing', 'and market trends research', 'identified and tested markets', 'set-up prospect database', 'developed marketing campaign', 'and handled follow-up. Rapidly mastered new product data. Performed outstanding customer relationship management', 'ensuring educated clients', 'customized products and services and creative', 'turnkey solutions. Mediation and problem solving skills. Issued return authorizations and processed credits and rebills to resolve shipping discrepancies and invoicing errors. Conducted personalized tours for new employees as part of the orientation program. Promptly answered telephone calls to reflect professional corporate image. Verified quote system data with customer orders to ensure accurate processing. Researched and created vendor records to insure compliance. Developed a thorough understanding of operating cash registers', 'automatic ticket issue machines', 'and other computerized equipment within the store']",1
CONSULTANT,Human Resource Professional  highly effective at incorporating creative leadership skills to achieve business objectives,Master,university,arts,6.0,yes,yes,yes,no,36,"['ADA', 'Benefits', 'budget', 'business process improvement', 'interpersonal communication', 'consulting', 'client', 'clients', 'Employee Relations', 'filing', 'focus', 'Human Resources', 'HR', 'image', 'interpretation', 'team -building', 'Legal Compliance', 'Director', 'access', 'Works', 'networking', 'Organizational Development', 'payroll', 'policies', 'project management', 'reporting', 'risk management', 'sales', 'scanning', 'seminars', 'Staffing', 'strategy', 'Strategic Planning', 'phone', 'training programs', 'Vendor Management']",1
IT CONSULTANT,"Over Seven years of Software Application Development, Application Support, Testing and Implementation experience with Web based and N-tier Architectures involving all stages of Software Development Life Cycle (SDLC)",Master,university,science,7.0,no,no,no,no,10,"['lthCare', 'Life Sciences', 'Transportation  Third Party Tools\tTelerik', 'Bootstrap', 'JQuery', 'Kendo UI', 'Postman Interceptor', 'Fiddler', 'dot peek', 'Remote Desktop Manager']",1
CONSULTANT,Accomplished seller with marketing and entrepreneurial chops,Bachelor,university,rhetoric and communications,8.0,no,no,no,no,4,"['      B2B sales  Network development  Lead prospecting  Interpersonal communication skills  Brand marketing  Business development  Product development  Content creation  Accounting', 'VC  Advertising', 'Website  Agency  B2B  Billing  Book  Brand strategy  Budgets  Business development  C      Com  Interpersonal communication  Content  Content creation  Clients  Client  Delivery  Product development  E-commerce  Editorial  Finance  Managing  Marketing  Meetings  Enterprise  Network  Sales  Selling  Staffing  Strategic  Phone  TV            Work History      Consultant', '']",1
CONSULTANT,"High-achieving management professional and effective consultant possessing excellent communication, organizational and analytical capabilities with about 4 years of experience in devising innovative strategies and solutions to resolve complex business challenges",Master,university,science,4.0,no,no,no,no,59,"['.NET', 'academic', 'ADA', 'Adobe', 'Apple', 'approach', 'Automation', 'business development', 'Business Process', 'Business Strategy', 'Consulting', 'content management', 'Conversion', 'Client', 'Data Analysis', 'E-Commerce', 'senior management', 'Financial', 'financial analysis', 'functional', 'Google Analytics', 'Government', 'Hub', 'IBM', 'International Business', 'investments', 'IP', 'Marketing plan', 'market research', 'Market Strategy', 'marketing', 'market', 'MBA', 'C#', 'Excel', 'Microsoft Office Suite', 'Power Point', 'Word', 'Network', 'Object Oriented Analysis and Design', 'optimization', 'policies', 'process improvement', 'Project Management', 'proposals', 'quality', 'Requirement', 'Research', 'RFP', 'Scrum', 'SDLC', 'Speech', 'MS SQL', 'Strategy', 'Strategy Development', 'Vendor Management', 'Vendor\nManagement', 'Visio', 'websites']",1
CONSULTANT,,Bachelor,college,applied science,19.0,no,no,no,no,39,"['a +', 'Active Directory', 'asset management', 'Citrix', 'hardware', 'consultation', 'Client', 'customer support', 'delivery', 'Dell', 'editing', 'Ethernet', 'phone support', 'Help Desk', 'IBM', 'ISP', 'Inventory', 'IQ', 'Lawson', 'Lotus', 'Lotus Notes', 'Micron', 'Microsoft products', 'Access', 'LAN Manager', 'Win7', '2000', 'Win95', 'WinNT 4.0', 'Windows NT', 'Windows XP', 'Navigator', 'network security', 'network', 'Networking', 'Norton\nGhost', 'operating systems', 'OS', 'PC']",1
CONSULTANT,Ganesh Seetharaman is a senior IT infrastructure specialist and Ganesh has just finished an international project for a client and is looking for a role specializing in the Solutions management,Master,university,,,no,no,no,no,65,"['go live', 'agile', 'Architect', 'ASM', 'Automate', 'Backup', 'budget', 'c', 'Change Management', 'Strong interpersonal skills', 'excellent communication', 'Computer Applications', 'client', 'Clients', 'Database Administration', 'DBA', 'databases', 'Database', 'disaster recovery', 'financial', 'inventory', 'IP', 'ITIL', 'Linux', 'People Management', 'Managing', 'access', 'Excel', 'MS Project', 'Windows', 'Middleware', 'Enterprise', 'Operating System', 'Operations Management', 'Oracle Applications', 'Oracle Application          server', 'Oracle Enterprise Manager', 'Oracle', 'Oracle DBA', 'Oracle Database', 'organizational skills', 'People skills', 'Excellent presentation skills', 'Primavera', 'Process development', 'processes', 'progress', 'Project Management', 'Quick', 'servers', 'Six Sigma', 'Solaris', 'SQL', 'SSL', 'Technical support', 'Troubleshoot', 'trouble shooting', 'troubleshooting', 'HP-Unix', 'UNIX', 'upgrades', 'Upgrade', 'Visio', 'WebLogic', 'Win runner']",1
CONSULTANT,Substance Abuse  Counselor  specializing in assessments,Bachelor,college,community and human services,13.0,no,no,no,no,24,"['Insurance benefits verification and authorizations', 'Business Processes', 'Case Management', 'Computer literate', 'Counselor', 'criminal justice', 'Clients', 'Customer Service', 'Electronic Medical Records', 'Help Desk', 'insurance', 'legal', 'Marketing', 'access', 'Microsoft Office Suite', 'Outlook', 'network', 'assist patients', 'Program Development', 'Sales', 'Technician', 'Territory Management', 'transportation', 'treatment programs']",1
IT CONSULTANT,"Windows Server 2000-2012, Active Directory, Windows Desktop O",Bachelor,college,,22.0,no,no,no,no,85,"['Accounting', 'Active Directory', 'Apple', 'Architect', 'Backup Exec', 'Capacity Planning', 'Citrix', 'CCA', 'Citrix Certified Administrator', 'Citrix Metaframe', 'Citrix Metaframe 1.8', 'client/server', 'Hardware', 'conversion', 'clients', 'databases', 'Database Development', 'Decnet', 'Disaster Recovery', 'document management', 'electronic mail', 'Email', 'Engineer', 'feasibility study', 'Firewalls', 'Frame Relay', 'Internet services', 'Internet access', 'LAN', 'leadership', 'law', 'Linux', 'Director', 'Access', 'Microsoft Certified Professional', 'MCP', 'Microsoft Certified', 'MCSE', 'Exchange Server', 'MS Exchange', 'Windows Networking', 'MS Office', 'Office', 'Windows', 'Windows 2000', '2000', 'Windows 95', 'Windows NT', 'Windows NT 4.0', 'NT 4.0', 'MySQL', 'Network Design and Installation', 'network support', 'Network', 'Networking', 'networks', 'Next', 'NetWare', 'Operating Systems', 'Pathworks', 'PBX', 'Personnel', 'project management', 'RAID', 'sales', 'secretarial', 'servers', 'Software Installation', 'MS SQL', 'SQL Server', 'Supervisor', 'Symantec', 'System Administrator', 'systems integration', 'System integration', 'TCP/IP', 'telecommunications', 'troubleshoot', 'troubleshooting', 'upgrades', 'VAX/VMS', 'WAN', 'Windows NT 3.51', 'Windows Server', 'word processing']",1
CONSULTANT,"Documentum DCM and Documentum D2, MS Access, VBA, C, C++, some HTML, Assembly language programming",Bachelor,university,computer science,30.0,no,no,no,no,49,"[' analytical skills', 'Assembly language', 'C', 'C++', 'Client/server', 'communication skills', 'consultant', 'Data communications', 'database and applications', 'DBA', 'databases', 'designing', 'document management', 'Documentation', 'Documentum', 'some HTML', 'IBM', 'managing', 'manufacturing process', 'messaging', 'Microsoft Access', 'MS Access', 'Excel spreadsheets', 'Windows operating system', 'Windows', 'Windows 2000', 'Windows XP', 'network administration', 'Operating Systems', 'organizational skills', 'payroll', 'programming', 'Project Leadership', 'real-time', 'relational database', 'reporting', 'SDLC', 'servers', 'System administration', 'User Training', 'troubleshooting', 'upgrades', 'Validation', 'VAX', 'VAX/VMS', 'Vista', 'VBA', 'Windows Server', 'written']",1
CONSULTANT,,Master,university,commerce,7.0,yes,no,no,no,56,"['ABAP', 'account management', 'reconciliation of balance sheet accounts', 'Accounting', 'Accounts Payable', 'Go-live', 'AP', 'AR', 'automation', 'Balance Sheet', 'Basic', 'Business Process', 'Cash Management', 'CA', 'Consultant', 'consumer electronics', 'Contracts', 'Corporate Finance', 'Credit', 'Client', 'clients', 'Document Management', 'Documentation', 'downstream', 'Estimating', 'features', 'financials', 'Financial', 'Financial Analysis', 'focus', 'Functional', 'funds', 'General Ledger', 'Ledger', 'Market', 'Profit', 'quality', 'reading', 'reporting', 'Requirement', 'Retail', 'Revenue Recognition', 'Sales', 'SAP BW', 'SAP FI', 'SAP', 'SD', 'Tax', 'Taxes', 'User Training', 'user manuals', 'Treasury', 'unique', 'utilities', 'Vertex', 'Workflow']",1
CONSULTANT,,Bachelor,university,science,11.0,no,no,no,no,24,"['accounts receivable', 'accruals', 'book', 'Credit', 'debit', 'documentation', 'Forms', 'general ledger', 'legal', 'Excel', 'Outlook', 'Microsoft Word', 'Oracle', 'PeopleSoft', 'Pivot Tables', 'Pricing', 'processes', 'reporting', 'scheduling', 'tax compliance', 'Tax', 'taxes', 'tax returns', 'variance analysis']",1
CONSULTANT,"Professional, dedicated hard worker",Bachelor,high school,,10.0,no,no,no,no,0,[],1
CONSULTANT,"[job title] with more than [number] years of experience planning, developing and implementing [program or process] ",Master,university,business administration,24.0,yes,no,no,no,37,"[' accounting', 'ADP', 'automate', 'benefits', 'consulting', 'costing', 'Crystal Report', 'client', 'clients', 'financial modeling', 'financial reports', 'forecasting', 'foreign exchange', 'Novell GroupWise 5.5', 'information systems', 'insurance', 'Microsoft Internet Explorer', 'investments', 'market', 'materials', 'Microsoft Access 2000', 'Microsoft Excel 2000', 'Exchange', 'Microsoft Outlook Express', 'Microsoft PowerPoint 2000', 'Windows 95', 'Windows NT', 'Microsoft Word 2000', 'Netscape Navigator', 'Operating Systems', 'policies', 'reporting', 'Securities', 'spreadsheets', 'tax', 'treasury', 'Writer']",1
CONSULTANT,"AUDIT DIRECTOR Extensive experience in developing and redesigning internal audit departments, domestically and internationally in 19 countries",Master,university,finance,26.0,yes,no,no,no,2,"['      Designer of Audit Programs          SEC Compliance Strong Analytical Skills          Focus on Ethics Management          Prioritize Audits Interact with Auditees          Manage all Types of Audits          Pride in Service        Core Qualifications         SAP', 'Microsoft Office Suite']",1
CONSULTANT,,Bachelor,university,,9.0,yes,no,yes,no,53,"['approach', 'art', 'benefits', 'developing business', 'Change Management', 'com', 'CRM', 'Crystal Reports', 'Client', 'Data Warehouse', 'documentation', 'Financial Management', 'Functional', 'health information technology', 'ICM', 'Information Technology', 'Japanese', 'Java Script', 'marketing', 'meetings', 'Access', 'MS Excel', 'office', 'Power Point', 'Windows 7', 'win', 'Word', 'works', 'MIS', 'next', 'operating system', 'optimization', 'Oracle', 'Developer', 'processes', 'coding', 'Project Leadership', 'quality', 'Recruitment', 'reporting', 'requirement', 'Sales', 'scripts', 'Siebel', 'Siebel 7.8.3', 'Siebel 7.8', 'SQL', 'strategy', 'Training Delivery', 'translation', 'troubleshoot', 'VBScript', 'VB']",1
CONSULTANT,,Master,university,science,5.0,yes,no,no,no,34,"[' Asset Management', 'business plan', 'Business process', 'Capacity Planning', 'Change Management', 'Conversion', 'Costing', 'Data analysis', 'Debugging', 'documentation', 'ETL', 'Forms', 'Functional', 'GIS', 'GUI', 'HP', 'Excel', 'Office', 'migration', 'developer', 'pdf', 'Design process', 'processes', 'QTP', 'Quality', 'Reporting', 'requirement', 'Requirements gathering', 'SAP', 'Scheduling', 'Scripts', 'Specification', 'User Training', 'training manuals']",1
CONSULTANT,,Bachelor,university,arts,8.0,yes,no,yes,no,0,[],1
CONSULTANT,"Master's degree in Computer Science with twenty-five years of experience designing, implementing, and maintaining computer programs, architectures, and operating systems",Doctorate,university,science,33.0,yes,no,no,no,90,"['Sql', 'Html', 'Asp', 'Mysql', 'Php', '.net', 'Ajax', 'Business Analysis', 'C#', 'Contracts', 'Ms Sql Server', 'Sql Server', 'Os/2', 'Real-time', 'Database', 'Unix', 'Associate', 'Defense Industry', 'Fortran', 'Lan', 'Mapping', 'Test Lead', 'Topo', 'Tpf', 'Assembly', 'Assembly Line', 'Client/server', 'Collections', 'Credit', 'Customer Support', 'Db2', 'Dbase', 'General Pc', 'Ibm Mainframe', 'Mainframe', 'Project Management', 'Rexx', 'Tcp', 'Tcp/ip', 'Wafer', 'Systems Analyst', 'Oracle', 'Web Based', 'Flash', 'Engineer', 'Inventory', 'Inventory Control', 'Performance Tuning', 'Software Engineer', 'System Testing', 'Testing', 'Unit Testing', 'Access', 'Casi-rusco', 'Linux', 'Operations', 'Red Hat', 'Btrieve', 'C++', 'Databases', 'Foxpro', 'Java', 'New Account', 'Ups', 'Adult Learning', 'Apache', 'Back End', 'Clients', 'Computer Programming', 'Database Management', 'Dod', 'Government Contracting', 'Instructor', 'Mentor', 'Pascal', 'Patent', 'Security', 'Software Development', 'Structured Software', 'Systems Analysis', 'Teaching', 'Visual Basic', 'Web Server', 'Delphi', 'Javascript', 'Algorithm', 'Architecture', 'Database Design', 'Digital Design', 'Systems Programming']",1
CONSULTANT,of Skills        Familiar with SPSS software,Master,university,business administration marketing management,2.0,yes,no,no,no,6,"['    Familiar with SPSS software.\n   Expert at MS Word', 'Excel and PowerPoint.\n   Proficient in databases such as Gartner', 'Forrester', 'Datamonitor', 'OneSource', 'Factiva']",1
CONSULTANT,"Hard-working, entry-level Office Assistant, looking to apply my education and experience to a job in Administration",Bachelor,university,,28.0,no,no,no,no,5,"[' Cash handling', 'Shipping and receiving', 'Professional and friendly', 'Careful and active listener', 'Multi']",1
CONSULTANT,"Resourceful Marketing Manager accomplished in all aspects of program and project management, content/collateral development, web/online marketing, including web development and design, social media, and SEM",Bachelor,university,business and english literature,13.0,no,no,no,no,6,"['  Content/Collateral/Web Design with Adobe Creative Suite', 'HTML', 'CSS', 'JavaScript', 'PHP Client', 'MS Office']",2
